id,name,destination,price,duration,description,avg_rating,review_count,source,source_url,season,image_url,created_at,updated_at,duration_label,original_price,highlights,places,topics,gallery,itinerary,included,excluded,schedule,transport
81,Tour Hà Nội 4N3Đ: Ẩm Thực Culture,Hà Nội,4940000,4,"Hành trình Hà Nội 4 ngày dành cho du khách yêu thích culture, food, history.",9.0,17,bestprice,https://synthetic.example.com/tours/81,autumn,https://picsum.photos/seed/tour-81/900/600,2025-10-23 08:00:00,2025-11-09 08:00:00,4N3Đ,5095136,"[""Trải nghiệm culture"", ""Trải nghiệm food"", ""Trải nghiệm history""]","[""Hà Nội""]","[""culture"", ""food"", ""history"", ""city""]","[""https://picsum.photos/seed/tour-81-1/900/600"", ""https://picsum.photos/seed/tour-81-2/900/600"", ""https://picsum.photos/seed/tour-81-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Hà Nội""}, {""day"": 2, ""title"": ""Ngày 2 tại Hà Nội""}, {""day"": 3, ""title"": ""Ngày 3 tại Hà Nội""}, {""day"": 4, ""title"": ""Ngày 4 tại Hà Nội""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
82,Tour Hội An 2N1Đ: Cao Cấp Food,Hội An,6740000,2,"Hành trình Hội An 2 ngày dành cho du khách yêu thích food, romantic, photography.",8.9,16,traveloka,https://synthetic.example.com/tours/82,autumn,https://picsum.photos/seed/tour-82/900/600,2025-02-01 08:00:00,2025-02-13 08:00:00,2N1Đ,7026320,"[""Trải nghiệm food"", ""Trải nghiệm romantic"", ""Trải nghiệm photography""]","[""Hội An""]","[""food"", ""romantic"", ""photography"", ""history""]","[""https://picsum.photos/seed/tour-82-1/900/600"", ""https://picsum.photos/seed/tour-82-2/900/600"", ""https://picsum.photos/seed/tour-82-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Hội An""}, {""day"": 2, ""title"": ""Ngày 2 tại Hội An""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
83,Tour Phú Quốc 3N2Đ: Cao Cấp Relax,Phú Quốc,13980000,3,"Hành trình Phú Quốc 3 ngày dành cho du khách yêu thích relax, romantic, luxury.",9.5,52,klook,https://synthetic.example.com/tours/83,summer,https://picsum.photos/seed/tour-83/900/600,2024-09-02 08:00:00,2024-09-27 08:00:00,3N2Đ,15368976,"[""Trải nghiệm relax"", ""Trải nghiệm romantic"", ""Trải nghiệm luxury""]","[""Phú Quốc""]","[""relax"", ""romantic"", ""luxury"", ""water_sports""]","[""https://picsum.photos/seed/tour-83-1/900/600"", ""https://picsum.photos/seed/tour-83-2/900/600"", ""https://picsum.photos/seed/tour-83-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Phú Quốc""}, {""day"": 2, ""title"": ""Ngày 2 tại Phú Quốc""}, {""day"": 3, ""title"": ""Ngày 3 tại Phú Quốc""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""bus""}"
84,Tour TP. Hồ Chí Minh 2N1Đ: Check-in City,TP. Hồ Chí Minh,4910000,2,"Hành trình TP. Hồ Chí Minh 2 ngày dành cho du khách yêu thích city, history, shopping.",9.6,25,bestprice,https://synthetic.example.com/tours/84,all,https://picsum.photos/seed/tour-84/900/600,2026-02-26 08:00:00,2026-03-10 08:00:00,2N1Đ,5884869,"[""Trải nghiệm city"", ""Trải nghiệm history"", ""Trải nghiệm shopping""]","[""TP. Hồ Chí Minh""]","[""city"", ""history"", ""shopping"", ""nightlife""]","[""https://picsum.photos/seed/tour-84-1/900/600"", ""https://picsum.photos/seed/tour-84-2/900/600"", ""https://picsum.photos/seed/tour-84-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại TP. Hồ Chí Minh""}, {""day"": 2, ""title"": ""Ngày 2 tại TP. Hồ Chí Minh""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""bus""}"
85,Tour Côn Đảo 3N2Đ: Khám Phá History,Côn Đảo,11800000,3,"Hành trình Côn Đảo 3 ngày dành cho du khách yêu thích history, beach, relax.",9.0,111,bestprice,https://synthetic.example.com/tours/85,summer,https://picsum.photos/seed/tour-85/900/600,2024-12-09 08:00:00,2024-12-20 08:00:00,3N2Đ,12575768,"[""Trải nghiệm history"", ""Trải nghiệm beach"", ""Trải nghiệm relax""]","[""Côn Đảo""]","[""history"", ""beach"", ""relax"", ""spiritual""]","[""https://picsum.photos/seed/tour-85-1/900/600"", ""https://picsum.photos/seed/tour-85-2/900/600"", ""https://picsum.photos/seed/tour-85-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Côn Đảo""}, {""day"": 2, ""title"": ""Ngày 2 tại Côn Đảo""}, {""day"": 3, ""title"": ""Ngày 3 tại Côn Đảo""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
86,Tour Hạ Long 3N2Đ: Tiết Kiệm Luxury,Hạ Long,10640000,3,"Hành trình Hạ Long 3 ngày dành cho du khách yêu thích luxury, family, cruise.",9.1,83,bestprice,https://synthetic.example.com/tours/86,summer,https://picsum.photos/seed/tour-86/900/600,2026-04-19 08:00:00,2026-04-30 08:00:00,3N2Đ,11343845,"[""Trải nghiệm luxury"", ""Trải nghiệm family"", ""Trải nghiệm cruise""]","[""Hạ Long""]","[""luxury"", ""family"", ""cruise"", ""beach""]","[""https://picsum.photos/seed/tour-86-1/900/600"", ""https://picsum.photos/seed/tour-86-2/900/600"", ""https://picsum.photos/seed/tour-86-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Hạ Long""}, {""day"": 2, ""title"": ""Ngày 2 tại Hạ Long""}, {""day"": 3, ""title"": ""Ngày 3 tại Hạ Long""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
87,Tour Đà Nẵng 4N3Đ: Ẩm Thực Beach,Đà Nẵng,6390000,4,"Hành trình Đà Nẵng 4 ngày dành cho du khách yêu thích beach, food, photography.",8.7,39,traveloka,https://synthetic.example.com/tours/87,summer,https://picsum.photos/seed/tour-87/900/600,2024-12-30 08:00:00,2025-01-24 08:00:00,4N3Đ,7605923,"[""Trải nghiệm beach"", ""Trải nghiệm food"", ""Trải nghiệm photography""]","[""Đà Nẵng""]","[""beach"", ""food"", ""photography"", ""family""]","[""https://picsum.photos/seed/tour-87-1/900/600"", ""https://picsum.photos/seed/tour-87-2/900/600"", ""https://picsum.photos/seed/tour-87-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Đà Nẵng""}, {""day"": 2, ""title"": ""Ngày 2 tại Đà Nẵng""}, {""day"": 3, ""title"": ""Ngày 3 tại Đà Nẵng""}, {""day"": 4, ""title"": ""Ngày 4 tại Đà Nẵng""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
88,Tour Sa Pa 4N3Đ: Trọn Gói Adventure,Sa Pa,6870000,4,"Hành trình Sa Pa 4 ngày dành cho du khách yêu thích adventure, photography, mountain.",9.3,31,bestprice,https://synthetic.example.com/tours/88,winter,https://picsum.photos/seed/tour-88/900/600,2025-08-30 08:00:00,2025-09-22 08:00:00,4N3Đ,8181929,"[""Trải nghiệm adventure"", ""Trải nghiệm photography"", ""Trải nghiệm mountain""]","[""Sa Pa""]","[""adventure"", ""photography"", ""mountain"", ""nature""]","[""https://picsum.photos/seed/tour-88-1/900/600"", ""https://picsum.photos/seed/tour-88-2/900/600"", ""https://picsum.photos/seed/tour-88-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Sa Pa""}, {""day"": 2, ""title"": ""Ngày 2 tại Sa Pa""}, {""day"": 3, ""title"": ""Ngày 3 tại Sa Pa""}, {""day"": 4, ""title"": ""Ngày 4 tại Sa Pa""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
89,Tour Sa Pa 4N3Đ: Nghỉ Dưỡng Adventure,Sa Pa,4550000,4,"Hành trình Sa Pa 4 ngày dành cho du khách yêu thích adventure, photography, nature.",8.5,70,klook,https://synthetic.example.com/tours/89,winter,https://picsum.photos/seed/tour-89/900/600,2026-03-21 08:00:00,2026-03-27 08:00:00,4N3Đ,4560595,"[""Trải nghiệm adventure"", ""Trải nghiệm photography"", ""Trải nghiệm nature""]","[""Sa Pa""]","[""adventure"", ""photography"", ""nature"", ""mountain""]","[""https://picsum.photos/seed/tour-89-1/900/600"", ""https://picsum.photos/seed/tour-89-2/900/600"", ""https://picsum.photos/seed/tour-89-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Sa Pa""}, {""day"": 2, ""title"": ""Ngày 2 tại Sa Pa""}, {""day"": 3, ""title"": ""Ngày 3 tại Sa Pa""}, {""day"": 4, ""title"": ""Ngày 4 tại Sa Pa""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""bus""}"
90,Tour TP. Hồ Chí Minh 2N1Đ: Nghỉ Dưỡng Food,TP. Hồ Chí Minh,2330000,2,"Hành trình TP. Hồ Chí Minh 2 ngày dành cho du khách yêu thích food, shopping, nightlife.",9.0,69,klook,https://synthetic.example.com/tours/90,all,https://picsum.photos/seed/tour-90/900/600,2026-08-05 08:00:00,2026-08-23 08:00:00,2N1Đ,2596009,"[""Trải nghiệm food"", ""Trải nghiệm shopping"", ""Trải nghiệm nightlife""]","[""TP. Hồ Chí Minh""]","[""food"", ""shopping"", ""nightlife"", ""history""]","[""https://picsum.photos/seed/tour-90-1/900/600"", ""https://picsum.photos/seed/tour-90-2/900/600"", ""https://picsum.photos/seed/tour-90-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại TP. Hồ Chí Minh""}, {""day"": 2, ""title"": ""Ngày 2 tại TP. Hồ Chí Minh""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""bus""}"
91,Tour Phú Quốc 5N4Đ: Check-in Luxury,Phú Quốc,5890000,5,"Hành trình Phú Quốc 5 ngày dành cho du khách yêu thích luxury, family, romantic.",9.6,48,bestprice,https://synthetic.example.com/tours/91,summer,https://picsum.photos/seed/tour-91/900/600,2025-02-25 08:00:00,2025-03-11 08:00:00,5N4Đ,6481706,"[""Trải nghiệm luxury"", ""Trải nghiệm family"", ""Trải nghiệm romantic""]","[""Phú Quốc""]","[""luxury"", ""family"", ""romantic"", ""beach""]","[""https://picsum.photos/seed/tour-91-1/900/600"", ""https://picsum.photos/seed/tour-91-2/900/600"", ""https://picsum.photos/seed/tour-91-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Phú Quốc""}, {""day"": 2, ""title"": ""Ngày 2 tại Phú Quốc""}, {""day"": 3, ""title"": ""Ngày 3 tại Phú Quốc""}, {""day"": 4, ""title"": ""Ngày 4 tại Phú Quốc""}, {""day"": 5, ""title"": ""Ngày 5 tại Phú Quốc""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""flight""}"
92,Tour TP. Hồ Chí Minh 3N2Đ: Gia Đình Shopping,TP. Hồ Chí Minh,5150000,3,"Hành trình TP. Hồ Chí Minh 3 ngày dành cho du khách yêu thích shopping, nightlife, food.",8.1,31,klook,https://synthetic.example.com/tours/92,all,https://picsum.photos/seed/tour-92/900/600,2024-12-20 08:00:00,2024-12-22 08:00:00,3N2Đ,5579132,"[""Trải nghiệm shopping"", ""Trải nghiệm nightlife"", ""Trải nghiệm food""]","[""TP. Hồ Chí Minh""]","[""shopping"", ""nightlife"", ""food"", ""history""]","[""https://picsum.photos/seed/tour-92-1/900/600"", ""https://picsum.photos/seed/tour-92-2/900/600"", ""https://picsum.photos/seed/tour-92-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại TP. Hồ Chí Minh""}, {""day"": 2, ""title"": ""Ngày 2 tại TP. Hồ Chí Minh""}, {""day"": 3, ""title"": ""Ngày 3 tại TP. Hồ Chí Minh""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""cruise""}"
93,Tour Sa Pa 2N1Đ: Gia Đình Mountain,Sa Pa,7290000,2,"Hành trình Sa Pa 2 ngày dành cho du khách yêu thích mountain, adventure, photography.",9.4,63,traveloka,https://synthetic.example.com/tours/93,winter,https://picsum.photos/seed/tour-93/900/600,2025-02-26 08:00:00,2025-03-26 08:00:00,2N1Đ,8064849,"[""Trải nghiệm mountain"", ""Trải nghiệm adventure"", ""Trải nghiệm photography""]","[""Sa Pa""]","[""mountain"", ""adventure"", ""photography"", ""nature""]","[""https://picsum.photos/seed/tour-93-1/900/600"", ""https://picsum.photos/seed/tour-93-2/900/600"", ""https://picsum.photos/seed/tour-93-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Sa Pa""}, {""day"": 2, ""title"": ""Ngày 2 tại Sa Pa""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
94,Tour Hà Nội 2N1Đ: Khám Phá Culture,Hà Nội,5190000,2,"Hành trình Hà Nội 2 ngày dành cho du khách yêu thích culture, shopping, food.",8.3,80,traveloka,https://synthetic.example.com/tours/94,autumn,https://picsum.photos/seed/tour-94/900/600,2025-02-21 08:00:00,2025-03-20 08:00:00,2N1Đ,6015875,"[""Trải nghiệm culture"", ""Trải nghiệm shopping"", ""Trải nghiệm food""]","[""Hà Nội""]","[""culture"", ""shopping"", ""food"", ""history""]","[""https://picsum.photos/seed/tour-94-1/900/600"", ""https://picsum.photos/seed/tour-94-2/900/600"", ""https://picsum.photos/seed/tour-94-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Hà Nội""}, {""day"": 2, ""title"": ""Ngày 2 tại Hà Nội""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""flight""}"
95,Tour Phú Quốc 4N3Đ: Nghỉ Dưỡng Water Sports,Phú Quốc,12960000,4,"Hành trình Phú Quốc 4 ngày dành cho du khách yêu thích water_sports, romantic, family.",7.5,31,klook,https://synthetic.example.com/tours/95,summer,https://picsum.photos/seed/tour-95/900/600,2026-04-25 08:00:00,2026-05-15 08:00:00,4N3Đ,15756096,"[""Trải nghiệm water_sports"", ""Trải nghiệm romantic"", ""Trải nghiệm family""]","[""Phú Quốc""]","[""water_sports"", ""romantic"", ""family"", ""beach""]","[""https://picsum.photos/seed/tour-95-1/900/600"", ""https://picsum.photos/seed/tour-95-2/900/600"", ""https://picsum.photos/seed/tour-95-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Phú Quốc""}, {""day"": 2, ""title"": ""Ngày 2 tại Phú Quốc""}, {""day"": 3, ""title"": ""Ngày 3 tại Phú Quốc""}, {""day"": 4, ""title"": ""Ngày 4 tại Phú Quốc""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
96,Tour Đà Lạt 3N2Đ: Gia Đình Food,Đà Lạt,4840000,3,"Hành trình Đà Lạt 3 ngày dành cho du khách yêu thích food, romantic, mountain.",7.8,118,klook,https://synthetic.example.com/tours/96,winter,https://picsum.photos/seed/tour-96/900/600,2025-09-23 08:00:00,2025-09-23 08:00:00,3N2Đ,5096239,"[""Trải nghiệm food"", ""Trải nghiệm romantic"", ""Trải nghiệm mountain""]","[""Đà Lạt""]","[""food"", ""romantic"", ""mountain"", ""nature""]","[""https://picsum.photos/seed/tour-96-1/900/600"", ""https://picsum.photos/seed/tour-96-2/900/600"", ""https://picsum.photos/seed/tour-96-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Đà Lạt""}, {""day"": 2, ""title"": ""Ngày 2 tại Đà Lạt""}, {""day"": 3, ""title"": ""Ngày 3 tại Đà Lạt""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""car""}"
97,Tour Côn Đảo 3N2Đ: Check-in Relax,Côn Đảo,9930000,3,"Hành trình Côn Đảo 3 ngày dành cho du khách yêu thích relax, history, spiritual.",7.6,41,klook,https://synthetic.example.com/tours/97,summer,https://picsum.photos/seed/tour-97/900/600,2025-05-06 08:00:00,2025-05-21 08:00:00,3N2Đ,10503509,"[""Trải nghiệm relax"", ""Trải nghiệm history"", ""Trải nghiệm spiritual""]","[""Côn Đảo""]","[""relax"", ""history"", ""spiritual"", ""nature""]","[""https://picsum.photos/seed/tour-97-1/900/600"", ""https://picsum.photos/seed/tour-97-2/900/600"", ""https://picsum.photos/seed/tour-97-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Côn Đảo""}, {""day"": 2, ""title"": ""Ngày 2 tại Côn Đảo""}, {""day"": 3, ""title"": ""Ngày 3 tại Côn Đảo""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""bus""}"
98,Tour Đà Lạt 5N4Đ: Nghỉ Dưỡng Relax,Đà Lạt,3780000,5,"Hành trình Đà Lạt 5 ngày dành cho du khách yêu thích relax, nature, romantic.",8.1,109,traveloka,https://synthetic.example.com/tours/98,winter,https://picsum.photos/seed/tour-98/900/600,2024-10-10 08:00:00,2024-10-23 08:00:00,5N4Đ,4415491,"[""Trải nghiệm relax"", ""Trải nghiệm nature"", ""Trải nghiệm romantic""]","[""Đà Lạt""]","[""relax"", ""nature"", ""romantic"", ""photography""]","[""https://picsum.photos/seed/tour-98-1/900/600"", ""https://picsum.photos/seed/tour-98-2/900/600"", ""https://picsum.photos/seed/tour-98-3/900/600""]","[{""day"": 1, ""title"": ""Ngày 1 tại Đà Lạt""}, {""day"": 2, ""title"": ""Ngày 2 tại Đà Lạt""}, {""day"": 3, ""title"": ""Ngày 3 tại Đà Lạt""}, {""day"": 4, ""title"": ""Ngày 4 tại Đà Lạt""}, {""day"": 5, ""title"": ""Ngày 5 tại Đà Lạt""}]","[""Xe đưa đón"", ""Hướng dẫn viên"", ""Vé tham quan""]","[""Chi phí cá nhân"", ""VAT""]","[{""month"": 3, ""available"": true}, {""month"": 6, ""available"": true}, {""month"": 9, ""available"": true}, {""month"": 12, ""available"": true}]","{""type"": ""flight""}"
